NAME,count
"Block Group 2, Census Tract 4923, Baltimore County, Maryland",4
"Block Group 2, Census Tract 4925, Baltimore County, Maryland",1
"Block Group 2, Census Tract 4926, Baltimore County, Maryland",6
"Block Group 2, Census Tract 601, Baltimore city, Maryland",2
"Block Group 2, Census Tract 602, Baltimore city, Maryland",11
"Block Group 2, Census Tract 603, Baltimore city, Maryland",32
"Block Group 2, Census Tract 604, Baltimore city, Maryland",5
"Block Group 2, Census Tract 701, Baltimore city, Maryland",1
"Block Group 2, Census Tract 702, Baltimore city, Maryland",1
"Block Group 2, Census Tract 801.01, Baltimore city, Maryland",24
"Block Group 2, Census Tract 801.02, Baltimore city, Maryland",8
"Block Group 2, Census Tract 804, Baltimore city, Maryland",1
"Block Group 2, Census Tract 805, Baltimore city, Maryland",1
"Block Group 2, Census Tract 806, Baltimore city, Maryland",1
"Block Group 2, Census Tract 808, Baltimore city, Maryland",6
"Block Group 2, Census Tract 901, Baltimore city, Maryland",7
"Block Group 2, Census Tract 902, Baltimore city, Maryland",13
"Block Group 2, Census Tract 903, Baltimore city, Maryland",25
"Block Group 2, Census Tract 904, Baltimore city, Maryland",1
"Block Group 2, Census Tract 905, Baltimore city, Maryland",46
"Block Group 2, Census Tract 906, Baltimore city, Maryland",7
"Block Group 2, Census Tract 907, Baltimore city, Maryland",3
"Block Group 2, Census Tract 909, Baltimore city, Maryland",5
"Block Group 3, Census Tract 101, Baltimore city, Maryland",1
"Block Group 3, Census Tract 102, Baltimore city, Maryland",14
"Block Group 3, Census Tract 104, Baltimore city, Maryland",8
"Block Group 3, Census Tract 1101, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1102, Baltimore city, Maryland",6
"Block Group 3, Census Tract 1201, Baltimore city, Maryland",4
"Block Group 3, Census Tract 1202.02, Baltimore city, Maryland",5
"Block Group 3, Census Tract 1203, Baltimore city, Maryland",18
"Block Group 3, Census Tract 1206, Baltimore city, Maryland",4
"Block Group 3, Census Tract 1207, Baltimore city, Maryland",10
"Block Group 3, Census Tract 1302, Baltimore city, Maryland",4
"Block Group 3, Census Tract 1303, Baltimore city, Maryland",1
"Block Group 3, Census Tract 1304, Baltimore city, Maryland",3
"Block Group 3, Census Tract 1306, Baltimore city, Maryland",11
"Block Group 3, Census Tract 1307, Baltimore city, Maryland",7
"Block Group 3, Census Tract 1308.03, Baltimore city, Maryland",20
"Block Group 3, Census Tract 1401, Baltimore city, Maryland",6
"Block Group 3, Census Tract 1403, Baltimore city, Maryland",3
"Block Group 3, Census Tract 1502, Baltimore city, Maryland",1
"Block Group 3, Census Tract 1504, Baltimore city, Maryland",5
"Block Group 3, Census Tract 1506, Baltimore city, Maryland",3
"Block Group 3, Census Tract 1508, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1509, Baltimore city, Maryland",5
"Block Group 3, Census Tract 1510, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1511, Baltimore city, Maryland",4
"Block Group 3, Census Tract 1512, Baltimore city, Maryland",1
"Block Group 3, Census Tract 1601, Baltimore city, Maryland",5
"Block Group 3, Census Tract 1602, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1604, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1605, Baltimore city, Maryland",1
"Block Group 3, Census Tract 1607, Baltimore city, Maryland",2
"Block Group 3, Census Tract 1608.02, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2002, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2005, Baltimore city, Maryland",12
"Block Group 3, Census Tract 2006, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2007.01, Baltimore city, Maryland",7
"Block Group 3, Census Tract 203, Baltimore city, Maryland",13
"Block Group 3, Census Tract 2403, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2404, Baltimore city, Maryland",7
"Block Group 3, Census Tract 2501.03, Baltimore city, Maryland",19
"Block Group 3, Census Tract 2502.06, Baltimore city, Maryland",15
"Block Group 3, Census Tract 2503.03, Baltimore city, Maryland",4
"Block Group 3, Census Tract 2504.01, Baltimore city, Maryland",5
"Block Group 3, Census Tract 2504.02, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2505, Baltimore city, Maryland",12
"Block Group 3, Census Tract 2601.02, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2602.01, Baltimore city, Maryland",11
"Block Group 3, Census Tract 2602.02, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2603.01, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2604.04, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2605.01, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2606.05, Baltimore city, Maryland",7
"Block Group 3, Census Tract 2609, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2701.02, Baltimore city, Maryland",11
"Block Group 3, Census Tract 2702, Baltimore city, Maryland",44
"Block Group 3, Census Tract 2703.01, Baltimore city, Maryland",23
"Block Group 3, Census Tract 2704.01, Baltimore city, Maryland",4
"Block Group 3, Census Tract 2704.02, Baltimore city, Maryland",30
"Block Group 3, Census Tract 2705.01, Baltimore city, Maryland",6
"Block Group 3, Census Tract 2705.02, Baltimore city, Maryland",13
"Block Group 3, Census Tract 2706, Baltimore city, Maryland",35
"Block Group 3, Census Tract 2707.02, Baltimore city, Maryland",20
"Block Group 3, Census Tract 2707.03, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2708.01, Baltimore city, Maryland",9
"Block Group 3, Census Tract 2708.03, Baltimore city, Maryland",15
"Block Group 3, Census Tract 2708.04, Baltimore city, Maryland",22
"Block Group 3, Census Tract 2708.05, Baltimore city, Maryland",5
"Block Group 3, Census Tract 2709.01, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2709.02, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2710.01, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2710.02, Baltimore city, Maryland",6
"Block Group 3, Census Tract 2711.01, Baltimore city, Maryland",14
"Block Group 3, Census Tract 2712, Baltimore city, Maryland",21
"Block Group 3, Census Tract 2713, Baltimore city, Maryland",12
"Block Group 3, Census Tract 2714, Baltimore city, Maryland",29
"Block Group 3, Census Tract 2715.01, Baltimore city, Maryland",4
"Block Group 3, Census Tract 2716, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2717, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2719, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2720.03, Baltimore city, Maryland",2
"Block Group 3, Census Tract 2720.05, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2801.01, Baltimore city, Maryland",1
"Block Group 3, Census Tract 2801.02, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2802, Baltimore city, Maryland",3
"Block Group 3, Census Tract 2803.01, Baltimore city, Maryland",31
"Block Group 3, Census Tract 2804.01, Baltimore city, Maryland",17
"Block Group 3, Census Tract 2804.03, Baltimore city, Maryland",50
"Block Group 3, Census Tract 4004, Baltimore County, Maryland",23
"Block Group 3, Census Tract 4006, Baltimore County, Maryland",21
"Block Group 3, Census Tract 401, Baltimore city, Maryland",15
"Block Group 3, Census Tract 4011.01, Baltimore County, Maryland",9
"Block Group 3, Census Tract 4015.03, Baltimore County, Maryland",17
"Block Group 3, Census Tract 4015.04, Baltimore County, Maryland",15
"Block Group 3, Census Tract 4023.02, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4023.03, Baltimore County, Maryland",8
"Block Group 3, Census Tract 4023.04, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4023.06, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4023.07, Baltimore County, Maryland",5
"Block Group 3, Census Tract 4025.03, Baltimore County, Maryland",7
"Block Group 3, Census Tract 4026.03, Baltimore County, Maryland",11
"Block Group 3, Census Tract 4026.04, Baltimore County, Maryland",14
"Block Group 3, Census Tract 4034.01, Baltimore County, Maryland",7
"Block Group 3, Census Tract 4035, Baltimore County, Maryland",17
"Block Group 3, Census Tract 4036.01, Baltimore County, Maryland",14
"Block Group 3, Census Tract 4036.02, Baltimore County, Maryland",5
"Block Group 3, Census Tract 4037.02, Baltimore County, Maryland",6
"Block Group 3, Census Tract 4041.02, Baltimore County, Maryland",6
"Block Group 3, Census Tract 4042.01, Baltimore County, Maryland",3
"Block Group 3, Census Tract 4042.02, Baltimore County, Maryland",3
"Block Group 3, Census Tract 4044.02, Baltimore County, Maryland",17
"Block Group 3, Census Tract 4044.04, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4045.01, Baltimore County, Maryland",9
"Block Group 3, Census Tract 4049, Baltimore County, Maryland",23
"Block Group 3, Census Tract 4060, Baltimore County, Maryland",14
"Block Group 3, Census Tract 4070.02, Baltimore County, Maryland",21
"Block Group 3, Census Tract 4081, Baltimore County, Maryland",13
"Block Group 3, Census Tract 4085.02, Baltimore County, Maryland",32
"Block Group 3, Census Tract 4086.01, Baltimore County, Maryland",17
"Block Group 3, Census Tract 4087.03, Baltimore County, Maryland",4
"Block Group 3, Census Tract 4087.04, Baltimore County, Maryland",16
"Block Group 3, Census Tract 4101, Baltimore County, Maryland",6
"Block Group 3, Census Tract 4102, Baltimore County, Maryland",2
"Block Group 3, Census Tract 4112.02, Baltimore County, Maryland",10
"Block Group 3, Census Tract 4113.06, Baltimore County, Maryland",4
"Block Group 3, Census Tract 4113.08, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4114.06, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4114.08, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4114.10, Baltimore County, Maryland",5
"Block Group 3, Census Tract 4206, Baltimore County, Maryland",2
"Block Group 3, Census Tract 4208, Baltimore County, Maryland",4
"Block Group 3, Census Tract 4209, Baltimore County, Maryland",3
"Block Group 3, Census Tract 4303, Baltimore County, Maryland",8
"Block Group 3, Census Tract 4304, Baltimore County, Maryland",27
"Block Group 3, Census Tract 4308, Baltimore County, Maryland",5
"Block Group 3, Census Tract 4309, Baltimore County, Maryland",4
"Block Group 3, Census Tract 4401, Baltimore County, Maryland",10
"Block Group 3, Census Tract 4404, Baltimore County, Maryland",6
"Block Group 3, Census Tract 4411.02, Baltimore County, Maryland",7
"Block Group 3, Census Tract 4502, Baltimore County, Maryland",5
"Block Group 3, Census Tract 4508, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4518.01, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4901, Baltimore County, Maryland",31
"Block Group 3, Census Tract 4902, Baltimore County, Maryland",7
"Block Group 3, Census Tract 4905, Baltimore County, Maryland",23
"Block Group 3, Census Tract 4909, Baltimore County, Maryland",39
"Block Group 3, Census Tract 4911, Baltimore County, Maryland",16
"Block Group 3, Census Tract 4915, Baltimore County, Maryland",7
"Block Group 3, Census Tract 4916, Baltimore County, Maryland",8
"Block Group 3, Census Tract 4917.01, Baltimore County, Maryland",8
"Block Group 3, Census Tract 4921.01, Baltimore County, Maryland",9
"Block Group 3, Census Tract 4922, Baltimore County, Maryland",1
"Block Group 3, Census Tract 4924.02, Baltimore County, Maryland",11
"Block Group 3, Census Tract 4927, Baltimore County, Maryland",1
"Block Group 3, Census Tract 601, Baltimore city, Maryland",6
"Block Group 3, Census Tract 702, Baltimore city, Maryland",10
"Block Group 3, Census Tract 801.01, Baltimore city, Maryland",2
"Block Group 3, Census Tract 806, Baltimore city, Maryland",33
"Block Group 3, Census Tract 901, Baltimore city, Maryland",3
"Block Group 3, Census Tract 903, Baltimore city, Maryland",43
"Block Group 3, Census Tract 906, Baltimore city, Maryland",1
"Block Group 4, Census Tract 102, Baltimore city, Maryland",8
"Block Group 4, Census Tract 1102, Baltimore city, Maryland",11
"Block Group 4, Census Tract 1201, Baltimore city, Maryland",2
"Block Group 4, Census Tract 1202.02, Baltimore city, Maryland",14
"Block Group 4, Census Tract 1203, Baltimore city, Maryland",9
"Block Group 4, Census Tract 1302, Baltimore city, Maryland",4
"Block Group 4, Census Tract 1306, Baltimore city, Maryland",12
"Block Group 4, Census Tract 1307, Baltimore city, Maryland",10
"Block Group 4, Census Tract 1401, Baltimore city, Maryland",5
"Block Group 4, Census Tract 1508, Baltimore city, Maryland",5
"Block Group 4, Census Tract 1509, Baltimore city, Maryland",14
"Block Group 4, Census Tract 1510, Baltimore city, Maryland",1
"Block Group 4, Census Tract 1511, Baltimore city, Maryland",2
"Block Group 4, Census Tract 1512, Baltimore city, Maryland",3
"Block Group 4, Census Tract 1513, Baltimore city, Maryland",1
"Block Group 4, Census Tract 1606, Baltimore city, Maryland",3
"Block Group 4, Census Tract 1607, Baltimore city, Maryland",6
"Block Group 4, Census Tract 1608.01, Baltimore city, Maryland",4
"Block Group 4, Census Tract 2007.01, Baltimore city, Maryland",3
"Block Group 4, Census Tract 2201, Baltimore city, Maryland",6
"Block Group 4, Census Tract 2501.03, Baltimore city, Maryland",5
"Block Group 4, Census Tract 2502.05, Baltimore city, Maryland",8
"Block Group 4, Census Tract 2504.02, Baltimore city, Maryland",3
"Block Group 4, Census Tract 2601.01, Baltimore city, Maryland",9
"Block Group 4, Census Tract 2601.02, Baltimore city, Maryland",10
"Block Group 4, Census Tract 2602.02, Baltimore city, Maryland",1
"Block Group 4, Census Tract 2603.01, Baltimore city, Maryland",2
"Block Group 4, Census Tract 2603.02, Baltimore city, Maryland",3
"Block Group 4, Census Tract 2606.05, Baltimore city, Maryland",1
"Block Group 4, Census Tract 2610, Baltimore city, Maryland",6
"Block Group 4, Census Tract 2701.02, Baltimore city, Maryland",12
"Block Group 4, Census Tract 2703.01, Baltimore city, Maryland",35
"Block Group 4, Census Tract 2704.01, Baltimore city, Maryland",4
"Block Group 4, Census Tract 2704.02, Baltimore city, Maryland",26
"Block Group 4, Census Tract 2705.01, Baltimore city, Maryland",29
"Block Group 4, Census Tract 2705.02, Baltimore city, Maryland",101
"Block Group 4, Census Tract 2706, Baltimore city, Maryland",36
"Block Group 4, Census Tract 2708.01, Baltimore city, Maryland",2
"Block Group 4, Census Tract 2708.02, Baltimore city, Maryland",4
"Block Group 4, Census Tract 2708.04, Baltimore city, Maryland",23
"Block Group 4, Census Tract 2708.05, Baltimore city, Maryland",13
"Block Group 4, Census Tract 2710.02, Baltimore city, Maryland",1
"Block Group 4, Census Tract 2712, Baltimore city, Maryland",14
"Block Group 4, Census Tract 2715.01, Baltimore city, Maryland",73
"Block Group 4, Census Tract 2717, Baltimore city, Maryland",7
"Block Group 4, Census Tract 2719, Baltimore city, Maryland",3
"Block Group 4, Census Tract 2720.03, Baltimore city, Maryland",12
"Block Group 4, Census Tract 2801.02, Baltimore city, Maryland",3
"Block Group 4, Census Tract 2802, Baltimore city, Maryland",2
"Block Group 4, Census Tract 2804.03, Baltimore city, Maryland",30
"Block Group 4, Census Tract 4004, Baltimore County, Maryland",20
"Block Group 4, Census Tract 401, Baltimore city, Maryland",4
"Block Group 4, Census Tract 4015.03, Baltimore County, Maryland",6
"Block Group 4, Census Tract 4034.02, Baltimore County, Maryland",8
"Block Group 4, Census Tract 4036.01, Baltimore County, Maryland",4
"Block Group 4, Census Tract 4042.02, Baltimore County, Maryland",1
"Block Group 4, Census Tract 4060, Baltimore County, Maryland",8
"Block Group 4, Census Tract 4083.04, Baltimore County, Maryland",3
"Block Group 4, Census Tract 4086.01, Baltimore County, Maryland",5
"Block Group 4, Census Tract 4087.03, Baltimore County, Maryland",3
"Block Group 4, Census Tract 4101, Baltimore County, Maryland",15
"Block Group 4, Census Tract 4112.01, Baltimore County, Maryland",12
"Block Group 4, Census Tract 4113.09, Baltimore County, Maryland",1
"Block Group 4, Census Tract 4307, Baltimore County, Maryland",3
"Block Group 4, Census Tract 4401, Baltimore County, Maryland",3
"Block Group 4, Census Tract 4404, Baltimore County, Maryland",4
"Block Group 4, Census Tract 4411.02, Baltimore County, Maryland",2
"Block Group 4, Census Tract 4920.02, Baltimore County, Maryland",7
"Block Group 4, Census Tract 4921.01, Baltimore County, Maryland",16
"Block Group 4, Census Tract 601, Baltimore city, Maryland",2
"Block Group 4, Census Tract 602, Baltimore city, Maryland",10
"Block Group 4, Census Tract 801.01, Baltimore city, Maryland",2
"Block Group 4, Census Tract 806, Baltimore city, Maryland",1
"Block Group 4, Census Tract 901, Baltimore city, Maryland",3
"Block Group 4, Census Tract 907, Baltimore city, Maryland",3
"Block Group 5, Census Tract 1102, Baltimore city, Maryland",1
"Block Group 5, Census Tract 1202.02, Baltimore city, Maryland",4
"Block Group 5, Census Tract 1307, Baltimore city, Maryland",38
"Block Group 5, Census Tract 1508, Baltimore city, Maryland",1
"Block Group 5, Census Tract 1511, Baltimore city, Maryland",4
"Block Group 5, Census Tract 1605, Baltimore city, Maryland",2
"Block Group 5, Census Tract 1607, Baltimore city, Maryland",2
"Block Group 5, Census Tract 2007.01, Baltimore city, Maryland",8
"Block Group 5, Census Tract 2505, Baltimore city, Maryland",7
"Block Group 5, Census Tract 2601.01, Baltimore city, Maryland",15
"Block Group 5, Census Tract 2601.02, Baltimore city, Maryland",10
"Block Group 5, Census Tract 2602.01, Baltimore city, Maryland",1
"Block Group 5, Census Tract 2602.02, Baltimore city, Maryland",1
"Block Group 5, Census Tract 2606.05, Baltimore city, Maryland",3
"Block Group 5, Census Tract 2706, Baltimore city, Maryland",6
"Block Group 5, Census Tract 2708.05, Baltimore city, Maryland",30
"Block Group 5, Census Tract 2712, Baltimore city, Maryland",52
"Block Group 5, Census Tract 2717, Baltimore city, Maryland",5
"Block Group 5, Census Tract 2720.03, Baltimore city, Maryland",4
"Block Group 5, Census Tract 2802, Baltimore city, Maryland",4
"Block Group 5, Census Tract 4004, Baltimore County, Maryland",11
"Block Group 5, Census Tract 4015.03, Baltimore County, Maryland",2
"Block Group 5, Census Tract 4023.03, Baltimore County, Maryland",3
"Block Group 5, Census Tract 901, Baltimore city, Maryland",2
"Block Group 6, Census Tract 1102, Baltimore city, Maryland",4
"Block Group 6, Census Tract 1307, Baltimore city, Maryland",10
"Block Group 6, Census Tract 1510, Baltimore city, Maryland",3
"Block Group 6, Census Tract 1511, Baltimore city, Maryland",7
"Block Group 6, Census Tract 2712, Baltimore city, Maryland",50
"Block Group 6, Census Tract 2802, Baltimore city, Maryland",6
